line,operating_period,day_type,route,calendar_year,calendar_year_month,calendar_week_start,calendar_day,day_of_the_week,calendar_month,planned_mileage
yellow,23UB,weekday,001,2023,2023-08,2023-08-14,2023-08-15,tuesday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-14,2023-08-16,wednesday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-14,2023-08-17,thursday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-14,2023-08-18,friday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-21,2023-08-21,monday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-21,2023-08-22,tuesday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-21,2023-08-23,wednesday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-21,2023-08-24,thursday,8,17643.78
yellow,23UB,weekday,001,2023,2023-08,2023-08-21,2023-08-25,friday,8,17643.78
yellow,N/A,unassigned,001,2019,2019-01,2018-12-31,2019-01-01,tuesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2018-12-31,2019-01-02,wednesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2018-12-31,2019-01-03,thursday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2018-12-31,2019-01-04,friday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2018-12-31,2019-01-05,saturday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2018-12-31,2019-01-06,sunday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-07,monday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-08,tuesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-09,wednesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-10,thursday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-11,friday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-12,saturday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-07,2019-01-13,sunday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-14,monday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-15,tuesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-16,wednesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-17,thursday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-18,friday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-19,saturday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-14,2019-01-20,sunday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-21,monday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-22,tuesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-23,wednesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-24,thursday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-25,friday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-26,saturday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-21,2019-01-27,sunday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-28,2019-01-28,monday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-28,2019-01-29,tuesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-28,2019-01-30,wednesday,1,0.0
yellow,N/A,unassigned,001,2019,2019-01,2019-01-28,2019-01-31,thursday,1,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-01-28,2019-02-01,friday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-01-28,2019-02-02,saturday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-01-28,2019-02-03,sunday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-04,monday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-05,tuesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-06,wednesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-07,thursday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-08,friday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-09,saturday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-04,2019-02-10,sunday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-11,monday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-12,tuesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-13,wednesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-14,thursday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-15,friday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-16,saturday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-11,2019-02-17,sunday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-18,monday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-19,tuesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-20,wednesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-21,thursday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-22,friday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-23,saturday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-18,2019-02-24,sunday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-25,2019-02-25,monday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-25,2019-02-26,tuesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-25,2019-02-27,wednesday,2,0.0
yellow,N/A,unassigned,001,2019,2019-02,2019-02-25,2019-02-28,thursday,2,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-02-25,2019-03-01,friday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-02-25,2019-03-02,saturday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-02-25,2019-03-03,sunday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-04,monday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-05,tuesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-06,wednesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-07,thursday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-08,friday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-09,saturday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-04,2019-03-10,sunday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-11,monday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-12,tuesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-13,wednesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-14,thursday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-15,friday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-16,saturday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-11,2019-03-17,sunday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-18,monday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-19,tuesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-20,wednesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-21,thursday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-22,friday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-23,saturday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-18,2019-03-24,sunday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-25,monday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-26,tuesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-27,wednesday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-28,thursday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-29,friday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-30,saturday,3,0.0
yellow,N/A,unassigned,001,2019,2019-03,2019-03-25,2019-03-31,sunday,3,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-01,monday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-02,tuesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-03,wednesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-04,thursday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-05,friday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-06,saturday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-01,2019-04-07,sunday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-08,monday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-09,tuesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-10,wednesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-11,thursday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-12,friday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-13,saturday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-08,2019-04-14,sunday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-15,monday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-16,tuesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-17,wednesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-18,thursday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-19,friday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-20,saturday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-15,2019-04-21,sunday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-22,monday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-23,tuesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-24,wednesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-25,thursday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-26,friday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-27,saturday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-22,2019-04-28,sunday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-29,2019-04-29,monday,4,0.0
yellow,N/A,unassigned,001,2019,2019-04,2019-04-29,2019-04-30,tuesday,4,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-04-29,2019-05-01,wednesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-04-29,2019-05-02,thursday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-04-29,2019-05-03,friday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-04-29,2019-05-04,saturday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-04-29,2019-05-05,sunday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-06,monday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-07,tuesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-08,wednesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-09,thursday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-10,friday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-11,saturday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-06,2019-05-12,sunday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-13,monday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-14,tuesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-15,wednesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-16,thursday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-17,friday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-18,saturday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-13,2019-05-19,sunday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-20,monday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-21,tuesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-22,wednesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-23,thursday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-24,friday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-25,saturday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-20,2019-05-26,sunday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-27,2019-05-27,monday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-27,2019-05-28,tuesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-27,2019-05-29,wednesday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-27,2019-05-30,thursday,5,0.0
yellow,N/A,unassigned,001,2019,2019-05,2019-05-27,2019-05-31,friday,5,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-05-27,2019-06-01,saturday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-05-27,2019-06-02,sunday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-03,monday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-04,tuesday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-05,wednesday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-06,thursday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-07,friday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-08,saturday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-03,2019-06-09,sunday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-10,monday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-11,tuesday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-12,wednesday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-13,thursday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-14,friday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-15,saturday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-10,2019-06-16,sunday,6,0.0
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-17,monday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-18,tuesday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-19,wednesday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-20,thursday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-21,friday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-22,saturday,6,17052.84
yellow,N/A,unassigned,001,2019,2019-06,2019-06-17,2019-06-23,sunday,6,16546.32
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-24,monday,6,16546.32
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-25,tuesday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-26,wednesday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-27,thursday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-28,friday,6,14773.5
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-29,saturday,6,17052.84
yellow,N/A,unassigned,001,2019,2019-06,2019-06-24,2019-06-30,sunday,6,16546.32
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-01,monday,7,16546.32
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-02,tuesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-03,wednesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-04,thursday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-05,friday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-06,saturday,7,17052.84
yellow,N/A,unassigned,001,2019,2019-07,2019-07-01,2019-07-07,sunday,7,16546.32
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-08,monday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-09,tuesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-10,wednesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-11,thursday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-12,friday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-13,saturday,7,17052.84
yellow,N/A,unassigned,001,2019,2019-07,2019-07-08,2019-07-14,sunday,7,16546.32
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-15,monday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-16,tuesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-17,wednesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-18,thursday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-19,friday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-20,saturday,7,17052.84
yellow,N/A,unassigned,001,2019,2019-07,2019-07-15,2019-07-21,sunday,7,16546.32
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-22,monday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-23,tuesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-24,wednesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-25,thursday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-26,friday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-27,saturday,7,17052.84
yellow,N/A,unassigned,001,2019,2019-07,2019-07-22,2019-07-28,sunday,7,16546.32
yellow,N/A,unassigned,001,2019,2019-07,2019-07-29,2019-07-29,monday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-29,2019-07-30,tuesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-07,2019-07-29,2019-07-31,wednesday,7,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-07-29,2019-08-01,thursday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-07-29,2019-08-02,friday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-07-29,2019-08-03,saturday,8,17052.84
yellow,N/A,unassigned,001,2019,2019-08,2019-07-29,2019-08-04,sunday,8,16546.32
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-05,monday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-06,tuesday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-07,wednesday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-08,thursday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-09,friday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-10,saturday,8,17052.84
yellow,N/A,unassigned,001,2019,2019-08,2019-08-05,2019-08-11,sunday,8,16546.32
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-12,monday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-13,tuesday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-14,wednesday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-15,thursday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-16,friday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-17,saturday,8,17052.84
yellow,N/A,unassigned,001,2019,2019-08,2019-08-12,2019-08-18,sunday,8,16546.32
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-19,monday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-20,tuesday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-21,wednesday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-22,thursday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-23,friday,8,14773.5
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-24,saturday,8,17052.84
yellow,N/A,unassigned,001,2019,2019-08,2019-08-19,2019-08-25,sunday,8,16546.32
yellow,N/A,unassigned,001,2019,2019-08,2019-08-26,2019-08-26,monday,8,14689.08
yellow,N/A,unassigned,001,2019,2019-08,2019-08-26,2019-08-27,tuesday,8,14689.08
yellow,N/A,unassigned,001,2019,2019-08,2019-08-26,2019-08-28,wednesday,8,14689.08
yellow,N/A,unassigned,001,2019,2019-08,2019-08-26,2019-08-29,thursday,8,14689.08
yellow,N/A,unassigned,001,2019,2019-08,2019-08-26,2019-08-30,friday,8,14689.08
yellow,N/A,unassigned,001,2019,2019-08,2019-08-26,2019-08-31,saturday,8,10299.24
yellow,N/A,unassigned,001,2019,2019-09,2019-08-26,2019-09-01,sunday,9,10045.98
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-02,monday,9,10045.98
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-03,tuesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-04,wednesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-05,thursday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-06,friday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-07,saturday,9,10299.24
yellow,N/A,unassigned,001,2019,2019-09,2019-09-02,2019-09-08,sunday,9,10045.98
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-09,monday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-10,tuesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-11,wednesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-12,thursday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-13,friday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-14,saturday,9,10299.24
yellow,N/A,unassigned,001,2019,2019-09,2019-09-09,2019-09-15,sunday,9,10045.98
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-16,monday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-17,tuesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-18,wednesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-19,thursday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-20,friday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-21,saturday,9,10299.24
yellow,N/A,unassigned,001,2019,2019-09,2019-09-16,2019-09-22,sunday,9,10045.98
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-23,monday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-24,tuesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-25,wednesday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-26,thursday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-27,friday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-28,saturday,9,10299.24
yellow,N/A,unassigned,001,2019,2019-09,2019-09-23,2019-09-29,sunday,9,10045.98
yellow,N/A,unassigned,001,2019,2019-09,2019-09-30,2019-09-30,monday,9,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-09-30,2019-10-01,tuesday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-09-30,2019-10-02,wednesday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-09-30,2019-10-03,thursday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-09-30,2019-10-04,friday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-09-30,2019-10-05,saturday,10,10299.24
yellow,N/A,unassigned,001,2019,2019-10,2019-09-30,2019-10-06,sunday,10,10045.98
yellow,N/A,unassigned,001,2019,2019-10,2019-10-07,2019-10-07,monday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-10-07,2019-10-08,tuesday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-10-07,2019-10-09,wednesday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-10-07,2019-10-10,thursday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-10-07,2019-10-11,friday,10,14689.08
yellow,N/A,unassigned,001,2019,2019-10,2019-10-07,2019-10-12,saturday,10,10299.24
