line,operating_period,day_type,route,calendar_year,calendar_year_month,calendar_week_start,calendar_day,day_of_the_week,calendar_month,planned_mileage
blue,18N,sunday,001,2019,2019-01,2018-12-31,2019-01-06,sunday,1,15810.0
blue,18N,fourth holiday period,001,2019,2019-01,2018-12-31,2019-01-02,wednesday,1,15810.0
blue,18N,saturday,001,2019,2019-01,2018-12-31,2019-01-05,saturday,1,16315.92
blue,18N,weekday,001,2019,2019-01,2018-12-31,2019-01-03,thursday,1,26940.24
blue,18N,weekday,001,2019,2019-01,2018-12-31,2019-01-04,friday,1,26940.24
blue,18N,third holiday period,001,2019,2019-01,2018-12-31,2019-01-01,tuesday,1,14039.28
blue,19J,sunday,001,2019,2019-01,2019-01-07,2019-01-13,sunday,1,15810.0
blue,19J,sunday,001,2019,2019-01,2019-01-14,2019-01-20,sunday,1,15810.0
blue,19J,sunday,001,2019,2019-01,2019-01-21,2019-01-27,sunday,1,15810.0
blue,19J,sunday,001,2019,2019-02,2019-01-28,2019-02-03,sunday,2,15810.0
blue,19J,sunday,001,2019,2019-02,2019-02-04,2019-02-10,sunday,2,15810.0
blue,19J,sunday,001,2019,2019-02,2019-02-11,2019-02-17,sunday,2,15810.0
blue,19J,sunday,001,2019,2019-02,2019-02-18,2019-02-24,sunday,2,15810.0
blue,19J,sunday,001,2019,2019-03,2019-02-25,2019-03-03,sunday,3,15810.0
blue,19J,sunday,001,2019,2019-03,2019-03-04,2019-03-10,sunday,3,15810.0
blue,19J,sunday,001,2019,2019-03,2019-03-11,2019-03-17,sunday,3,15810.0
blue,19J,sunday,001,2019,2019-03,2019-03-18,2019-03-24,sunday,3,15810.0
blue,19J,saturday,001,2019,2019-01,2019-01-07,2019-01-12,saturday,1,16315.92
blue,19J,saturday,001,2019,2019-01,2019-01-14,2019-01-19,saturday,1,16315.92
blue,19J,saturday,001,2019,2019-01,2019-01-21,2019-01-26,saturday,1,16315.92
blue,19J,saturday,001,2019,2019-02,2019-01-28,2019-02-02,saturday,2,16315.92
blue,19J,saturday,001,2019,2019-02,2019-02-04,2019-02-09,saturday,2,16315.92
blue,19J,saturday,001,2019,2019-02,2019-02-11,2019-02-16,saturday,2,16315.92
blue,19J,saturday,001,2019,2019-02,2019-02-18,2019-02-23,saturday,2,16315.92
blue,19J,saturday,001,2019,2019-03,2019-02-25,2019-03-02,saturday,3,16315.92
blue,19J,saturday,001,2019,2019-03,2019-03-04,2019-03-09,saturday,3,16315.92
blue,19J,saturday,001,2019,2019-03,2019-03-11,2019-03-16,saturday,3,16315.92
blue,19J,saturday,001,2019,2019-03,2019-03-18,2019-03-23,saturday,3,16315.92
blue,19J,weekday,001,2019,2019-01,2019-01-07,2019-01-07,monday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-07,2019-01-08,tuesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-07,2019-01-09,wednesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-07,2019-01-10,thursday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-07,2019-01-11,friday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-14,2019-01-14,monday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-14,2019-01-15,tuesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-14,2019-01-16,wednesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-14,2019-01-17,thursday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-14,2019-01-18,friday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-21,2019-01-21,monday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-21,2019-01-22,tuesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-21,2019-01-23,wednesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-21,2019-01-24,thursday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-21,2019-01-25,friday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-28,2019-01-28,monday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-28,2019-01-29,tuesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-28,2019-01-30,wednesday,1,26940.24
blue,19J,weekday,001,2019,2019-01,2019-01-28,2019-01-31,thursday,1,26940.24
blue,19J,weekday,001,2019,2019-02,2019-01-28,2019-02-01,friday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-04,2019-02-04,monday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-04,2019-02-05,tuesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-04,2019-02-06,wednesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-04,2019-02-07,thursday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-04,2019-02-08,friday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-11,2019-02-11,monday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-11,2019-02-12,tuesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-11,2019-02-13,wednesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-11,2019-02-14,thursday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-11,2019-02-15,friday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-18,2019-02-18,monday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-18,2019-02-19,tuesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-18,2019-02-20,wednesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-18,2019-02-21,thursday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-18,2019-02-22,friday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-25,2019-02-25,monday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-25,2019-02-26,tuesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-25,2019-02-27,wednesday,2,26940.24
blue,19J,weekday,001,2019,2019-02,2019-02-25,2019-02-28,thursday,2,26940.24
blue,19J,weekday,001,2019,2019-03,2019-02-25,2019-03-01,friday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-04,2019-03-04,monday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-04,2019-03-05,tuesday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-04,2019-03-06,wednesday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-04,2019-03-07,thursday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-04,2019-03-08,friday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-11,2019-03-11,monday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-11,2019-03-12,tuesday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-11,2019-03-13,wednesday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-11,2019-03-14,thursday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-11,2019-03-15,friday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-18,2019-03-18,monday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-18,2019-03-19,tuesday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-18,2019-03-20,wednesday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-18,2019-03-21,thursday,3,26940.24
blue,19J,weekday,001,2019,2019-03,2019-03-18,2019-03-22,friday,3,26940.24
blue,19M,second holiday period,001,2019,2019-04,2019-04-22,2019-04-22,monday,4,18592.56
blue,19M,sunday,001,2019,2019-03,2019-03-25,2019-03-31,sunday,3,15810.0
blue,19M,sunday,001,2019,2019-04,2019-04-01,2019-04-07,sunday,4,15810.0
blue,19M,sunday,001,2019,2019-04,2019-04-08,2019-04-14,sunday,4,15810.0
blue,19M,sunday,001,2019,2019-04,2019-04-15,2019-04-21,sunday,4,15810.0
blue,19M,sunday,001,2019,2019-04,2019-04-22,2019-04-28,sunday,4,15810.0
blue,19M,sunday,001,2019,2019-05,2019-04-29,2019-05-05,sunday,5,15810.0
blue,19M,sunday,001,2019,2019-05,2019-05-06,2019-05-12,sunday,5,15810.0
blue,19M,sunday,001,2019,2019-05,2019-05-13,2019-05-19,sunday,5,15810.0
blue,19M,sunday,001,2019,2019-05,2019-05-20,2019-05-26,sunday,5,15810.0
blue,19M,sunday,001,2019,2019-06,2019-05-27,2019-06-02,sunday,6,15810.0
blue,19M,sunday,001,2019,2019-06,2019-06-03,2019-06-09,sunday,6,15810.0
blue,19M,sunday,001,2019,2019-06,2019-06-10,2019-06-16,sunday,6,15810.0
blue,19M,first holiday period,001,2019,2019-04,2019-04-15,2019-04-19,friday,4,18592.56
blue,19M,saturday,001,2019,2019-03,2019-03-25,2019-03-30,saturday,3,16315.92
blue,19M,saturday,001,2019,2019-04,2019-04-01,2019-04-06,saturday,4,16315.92
blue,19M,saturday,001,2019,2019-04,2019-04-08,2019-04-13,saturday,4,16315.92
blue,19M,saturday,001,2019,2019-04,2019-04-15,2019-04-20,saturday,4,16315.92
blue,19M,saturday,001,2019,2019-04,2019-04-22,2019-04-27,saturday,4,16315.92
blue,19M,saturday,001,2019,2019-05,2019-04-29,2019-05-04,saturday,5,16315.92
blue,19M,saturday,001,2019,2019-05,2019-05-06,2019-05-11,saturday,5,16315.92
blue,19M,saturday,001,2019,2019-05,2019-05-13,2019-05-18,saturday,5,16315.92
blue,19M,saturday,001,2019,2019-05,2019-05-20,2019-05-25,saturday,5,16315.92
blue,19M,saturday,001,2019,2019-06,2019-05-27,2019-06-01,saturday,6,16315.92
blue,19M,saturday,001,2019,2019-06,2019-06-03,2019-06-08,saturday,6,16315.92
blue,19M,saturday,001,2019,2019-06,2019-06-10,2019-06-15,saturday,6,16315.92
blue,19M,weekday,001,2019,2019-03,2019-03-25,2019-03-25,monday,3,26940.24
blue,19M,weekday,001,2019,2019-03,2019-03-25,2019-03-26,tuesday,3,26940.24
blue,19M,weekday,001,2019,2019-03,2019-03-25,2019-03-27,wednesday,3,26940.24
blue,19M,weekday,001,2019,2019-03,2019-03-25,2019-03-28,thursday,3,26940.24
blue,19M,weekday,001,2019,2019-03,2019-03-25,2019-03-29,friday,3,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-01,2019-04-01,monday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-01,2019-04-02,tuesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-01,2019-04-03,wednesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-01,2019-04-04,thursday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-01,2019-04-05,friday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-08,2019-04-08,monday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-08,2019-04-09,tuesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-08,2019-04-10,wednesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-08,2019-04-11,thursday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-08,2019-04-12,friday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-15,2019-04-15,monday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-15,2019-04-16,tuesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-15,2019-04-17,wednesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-15,2019-04-18,thursday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-22,2019-04-23,tuesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-22,2019-04-24,wednesday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-22,2019-04-25,thursday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-22,2019-04-26,friday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-29,2019-04-29,monday,4,26940.24
blue,19M,weekday,001,2019,2019-04,2019-04-29,2019-04-30,tuesday,4,26940.24
blue,19M,weekday,001,2019,2019-05,2019-04-29,2019-05-01,wednesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-04-29,2019-05-02,thursday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-04-29,2019-05-03,friday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-06,2019-05-06,monday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-06,2019-05-07,tuesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-06,2019-05-08,wednesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-06,2019-05-09,thursday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-06,2019-05-10,friday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-13,2019-05-13,monday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-13,2019-05-14,tuesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-13,2019-05-15,wednesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-13,2019-05-16,thursday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-13,2019-05-17,friday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-20,2019-05-21,tuesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-20,2019-05-22,wednesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-20,2019-05-23,thursday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-20,2019-05-24,friday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-27,2019-05-27,monday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-27,2019-05-28,tuesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-27,2019-05-29,wednesday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-27,2019-05-30,thursday,5,26940.24
blue,19M,weekday,001,2019,2019-05,2019-05-27,2019-05-31,friday,5,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-03,2019-06-03,monday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-03,2019-06-04,tuesday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-03,2019-06-05,wednesday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-03,2019-06-06,thursday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-03,2019-06-07,friday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-10,2019-06-10,monday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-10,2019-06-11,tuesday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-10,2019-06-12,wednesday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-10,2019-06-13,thursday,6,26940.24
blue,19M,weekday,001,2019,2019-06,2019-06-10,2019-06-14,friday,6,26940.24
blue,19M,third holiday period,001,2019,2019-05,2019-05-20,2019-05-20,monday,5,15810.0
blue,19N,second holiday period,001,2019,2019-12,2019-12-23,2019-12-26,thursday,12,0.0
blue,19N,sunday,001,2019,2019-11,2019-10-28,2019-11-03,sunday,11,0.0
blue,19N,sunday,001,2019,2019-11,2019-11-04,2019-11-10,sunday,11,0.0
blue,19N,sunday,001,2019,2019-11,2019-11-11,2019-11-17,sunday,11,0.0
blue,19N,sunday,001,2019,2019-11,2019-11-18,2019-11-24,sunday,11,0.0
blue,19N,sunday,001,2019,2019-12,2019-11-25,2019-12-01,sunday,12,0.0
blue,19N,sunday,001,2019,2019-12,2019-12-02,2019-12-08,sunday,12,0.0
blue,19N,sunday,001,2019,2019-12,2019-12-09,2019-12-15,sunday,12,0.0
blue,19N,sunday,001,2019,2019-12,2019-12-16,2019-12-22,sunday,12,0.0
blue,19N,sunday,001,2019,2019-12,2019-12-23,2019-12-29,sunday,12,0.0
blue,19N,sunday,001,2020,2020-01,2019-12-30,2020-01-05,sunday,1,0.0
blue,19N,first holiday period,001,2019,2019-12,2019-12-23,2019-12-25,wednesday,12,0.0
blue,19N,fourth holiday period,001,2020,2020-01,2019-12-30,2020-01-02,thursday,1,0.0
blue,19N,saturday,001,2019,2019-11,2019-10-28,2019-11-02,saturday,11,0.0
blue,19N,saturday,001,2019,2019-11,2019-11-04,2019-11-09,saturday,11,0.0
blue,19N,saturday,001,2019,2019-11,2019-11-11,2019-11-16,saturday,11,0.0
blue,19N,saturday,001,2019,2019-11,2019-11-18,2019-11-23,saturday,11,0.0
blue,19N,saturday,001,2019,2019-11,2019-11-25,2019-11-30,saturday,11,0.0
blue,19N,saturday,001,2019,2019-12,2019-12-02,2019-12-07,saturday,12,0.0
blue,19N,saturday,001,2019,2019-12,2019-12-09,2019-12-14,saturday,12,0.0
blue,19N,saturday,001,2019,2019-12,2019-12-16,2019-12-21,saturday,12,0.0
blue,19N,saturday,001,2019,2019-12,2019-12-23,2019-12-28,saturday,12,0.0
blue,19N,saturday,001,2020,2020-01,2019-12-30,2020-01-04,saturday,1,0.0
blue,19N,weekday,001,2019,2019-10,2019-10-28,2019-10-28,monday,10,0.0
blue,19N,weekday,001,2019,2019-10,2019-10-28,2019-10-29,tuesday,10,0.0
blue,19N,weekday,001,2019,2019-10,2019-10-28,2019-10-30,wednesday,10,0.0
blue,19N,weekday,001,2019,2019-10,2019-10-28,2019-10-31,thursday,10,0.0
blue,19N,weekday,001,2019,2019-11,2019-10-28,2019-11-01,friday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-04,2019-11-04,monday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-04,2019-11-05,tuesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-04,2019-11-06,wednesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-04,2019-11-07,thursday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-04,2019-11-08,friday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-11,2019-11-11,monday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-11,2019-11-12,tuesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-11,2019-11-13,wednesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-11,2019-11-14,thursday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-11,2019-11-15,friday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-18,2019-11-18,monday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-18,2019-11-19,tuesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-18,2019-11-20,wednesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-18,2019-11-21,thursday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-18,2019-11-22,friday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-25,2019-11-25,monday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-25,2019-11-26,tuesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-25,2019-11-27,wednesday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-25,2019-11-28,thursday,11,0.0
blue,19N,weekday,001,2019,2019-11,2019-11-25,2019-11-29,friday,11,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-02,2019-12-02,monday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-02,2019-12-03,tuesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-02,2019-12-04,wednesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-02,2019-12-05,thursday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-02,2019-12-06,friday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-09,2019-12-09,monday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-09,2019-12-10,tuesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-09,2019-12-11,wednesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-09,2019-12-12,thursday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-09,2019-12-13,friday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-16,2019-12-16,monday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-16,2019-12-17,tuesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-16,2019-12-18,wednesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-16,2019-12-19,thursday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-16,2019-12-20,friday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-23,2019-12-23,monday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-23,2019-12-24,tuesday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-23,2019-12-27,friday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-30,2019-12-30,monday,12,0.0
blue,19N,weekday,001,2019,2019-12,2019-12-30,2019-12-31,tuesday,12,0.0
blue,19N,weekday,001,2020,2020-01,2019-12-30,2020-01-03,friday,1,0.0
blue,19N,third holiday period,001,2020,2020-01,2019-12-30,2020-01-01,wednesday,1,0.0
blue,19S,second holiday period,001,2019,2019-10,2019-10-14,2019-10-14,monday,10,0.0
blue,19S,sunday,001,2019,2019-09,2019-08-26,2019-09-01,sunday,9,0.0
blue,19S,sunday,001,2019,2019-09,2019-09-02,2019-09-08,sunday,9,0.0
blue,19S,sunday,001,2019,2019-09,2019-09-09,2019-09-15,sunday,9,0.0
blue,19S,sunday,001,2019,2019-09,2019-09-16,2019-09-22,sunday,9,0.0
blue,19S,sunday,001,2019,2019-09,2019-09-23,2019-09-29,sunday,9,0.0
blue,19S,sunday,001,2019,2019-10,2019-09-30,2019-10-06,sunday,10,0.0
blue,19S,sunday,001,2019,2019-10,2019-10-07,2019-10-13,sunday,10,0.0
blue,19S,sunday,001,2019,2019-10,2019-10-14,2019-10-20,sunday,10,0.0
blue,19S,sunday,001,2019,2019-10,2019-10-21,2019-10-27,sunday,10,0.0
blue,19S,first holiday period,001,2019,2019-09,2019-09-02,2019-09-02,monday,9,0.0
blue,19S,saturday,001,2019,2019-08,2019-08-26,2019-08-31,saturday,8,0.0
blue,19S,saturday,001,2019,2019-09,2019-09-02,2019-09-07,saturday,9,0.0
blue,19S,saturday,001,2019,2019-09,2019-09-09,2019-09-14,saturday,9,0.0
blue,19S,saturday,001,2019,2019-09,2019-09-16,2019-09-21,saturday,9,0.0
blue,19S,saturday,001,2019,2019-09,2019-09-23,2019-09-28,saturday,9,0.0
blue,19S,saturday,001,2019,2019-10,2019-09-30,2019-10-05,saturday,10,0.0
blue,19S,saturday,001,2019,2019-10,2019-10-07,2019-10-12,saturday,10,0.0
blue,19S,saturday,001,2019,2019-10,2019-10-14,2019-10-19,saturday,10,0.0
blue,19S,saturday,001,2019,2019-10,2019-10-21,2019-10-26,saturday,10,0.0
blue,19S,weekday,001,2019,2019-08,2019-08-26,2019-08-26,monday,8,0.0
blue,19S,weekday,001,2019,2019-08,2019-08-26,2019-08-27,tuesday,8,0.0
blue,19S,weekday,001,2019,2019-08,2019-08-26,2019-08-28,wednesday,8,0.0
blue,19S,weekday,001,2019,2019-08,2019-08-26,2019-08-29,thursday,8,0.0
blue,19S,weekday,001,2019,2019-08,2019-08-26,2019-08-30,friday,8,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-02,2019-09-03,tuesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-02,2019-09-04,wednesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-02,2019-09-05,thursday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-02,2019-09-06,friday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-09,2019-09-09,monday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-09,2019-09-10,tuesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-09,2019-09-11,wednesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-09,2019-09-12,thursday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-09,2019-09-13,friday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-16,2019-09-16,monday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-16,2019-09-17,tuesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-16,2019-09-18,wednesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-16,2019-09-19,thursday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-16,2019-09-20,friday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-23,2019-09-23,monday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-23,2019-09-24,tuesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-23,2019-09-25,wednesday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-23,2019-09-26,thursday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-23,2019-09-27,friday,9,0.0
blue,19S,weekday,001,2019,2019-09,2019-09-30,2019-09-30,monday,9,0.0
blue,19S,weekday,001,2019,2019-10,2019-09-30,2019-10-01,tuesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-09-30,2019-10-02,wednesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-09-30,2019-10-03,thursday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-09-30,2019-10-04,friday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-07,2019-10-07,monday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-07,2019-10-08,tuesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-07,2019-10-09,wednesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-07,2019-10-10,thursday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-07,2019-10-11,friday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-14,2019-10-15,tuesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-14,2019-10-16,wednesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-14,2019-10-17,thursday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-14,2019-10-18,friday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-21,2019-10-21,monday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-21,2019-10-22,tuesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-21,2019-10-23,wednesday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-21,2019-10-24,thursday,10,0.0
blue,19S,weekday,001,2019,2019-10,2019-10-21,2019-10-25,friday,10,0.0
blue,19U,second holiday period,001,2019,2019-07,2019-07-01,2019-07-01,monday,7,0.0
blue,19U,sunday,001,2019,2019-06,2019-06-17,2019-06-23,sunday,6,0.0
blue,19U,sunday,001,2019,2019-06,2019-06-24,2019-06-30,sunday,6,0.0
blue,19U,sunday,001,2019,2019-07,2019-07-01,2019-07-07,sunday,7,0.0
blue,19U,sunday,001,2019,2019-07,2019-07-08,2019-07-14,sunday,7,0.0
blue,19U,sunday,001,2019,2019-07,2019-07-15,2019-07-21,sunday,7,0.0
blue,19U,sunday,001,2019,2019-07,2019-07-22,2019-07-28,sunday,7,0.0
blue,19U,sunday,001,2019,2019-08,2019-07-29,2019-08-04,sunday,8,0.0
blue,19U,sunday,001,2019,2019-08,2019-08-05,2019-08-11,sunday,8,0.0
blue,19U,sunday,001,2019,2019-08,2019-08-12,2019-08-18,sunday,8,0.0
blue,19U,sunday,001,2019,2019-08,2019-08-19,2019-08-25,sunday,8,0.0
blue,19U,first holiday period,001,2019,2019-06,2019-06-24,2019-06-24,monday,6,0.0
